iter	Logloss
275	0.174384137
276	0.1742507983
277	0.1740410332
278	0.1738954349
279	0.1737798956
280	0.1735299761
281	0.1733111929
282	0.1731658735
283	0.173007733
284	0.1727565872
285	0.1726789436
286	0.1725462343
287	0.1724054802
288	0.172394727
289	0.17226097
290	0.1720356878
291	0.1718593121
292	0.1716235684
293	0.1715132408
294	0.171386006
295	0.1712685453
296	0.1710388729
297	0.1709023598
298	0.170729453
299	0.1703473909
300	0.1701626001
301	0.170054831
302	0.1699576529
303	0.1698220831
304	0.1697106648
305	0.1692716783
306	0.1691579665
307	0.1690742692
308	0.1688869273
309	0.1687382529
310	0.1685804247
311	0.1683956329
312	0.1682331137
313	0.168138751
314	0.1677293072
315	0.1676722023
316	0.1675435275
317	0.1674388102
318	0.1672832996
319	0.1671756673
320	0.1668731501
321	0.1665738057
322	0.1663923204
323	0.1661718946
324	0.166016638
325	0.16587058
326	0.1657098615
327	0.1655881563
328	0.1654473237
329	0.1653388184
330	0.1651554313
331	0.1649692677
332	0.1648534988
333	0.1646971726
334	0.1644966371
335	0.1643480881
336	0.1641803502
337	0.1640814301
338	0.163982768
339	0.1638183061
340	0.1635899925
341	0.1635314293
342	0.1632264343
343	0.1630588161
344	0.1627989532
345	0.1627349258
346	0.1625241448
347	0.1622857633
348	0.1622089186
349	0.1620258159
350	0.161911239
351	0.1617246868
352	0.161591046
353	0.1615090964
354	0.1613631383
355	0.1612153047
356	0.16109569
357	0.1609821559
358	0.1606471616
359	0.1605385939
360	0.1604574095
361	0.1602756025
362	0.1600204631
363	0.1598909733
364	0.1595684073
365	0.15950512
366	0.1593984228
367	0.1591659758
368	0.1590780973
369	0.1589960446
370	0.1588371495
371	0.1586708586
372	0.1585660434
373	0.1585237327
374	0.1583910322
375	0.1582746825
376	0.158095237
377	0.157847703
378	0.157731261
379	0.1576027717
380	0.1574447878
381	0.1573203814
382	0.1571132774
383	0.1570395671
384	0.1568964882
385	0.1568124037
386	0.1566251959
387	0.1564926721
388	0.1563929183
389	0.156279547
390	0.1561243205
391	0.1559729604
392	0.1558602928
393	0.1557299929
394	0.1555471301
395	0.1554262052
396	0.1553269669
397	0.1552168045
398	0.1550334204
399	0.154884997
400	0.1546898064
401	0.1545763091
402	0.1544065482
403	0.1542471443
404	0.1541314843
405	0.1537874969
406	0.1536542985
407	0.1535075302
408	0.1534272531
409	0.1530956548
410	0.1530021311
411	0.1529062163
412	0.1526844445
413	0.1525764497
414	0.1523634953
415	0.1522163718
416	0.1521068545
417	0.151952091
418	0.1518532097
419	0.1516685145
420	0.1514529108
421	0.1512297087
422	0.1510934984
423	0.1509823978
424	0.1508170263
425	0.1507273443
426	0.1506166977
427	0.1505446732
428	0.150300881
429	0.1500432755
430	0.1499425399
431	0.149814132
432	0.1496517912
433	0.1495415228
434	0.1494092066
435	0.1492904255
436	0.1491739393
437	0.1491116125
438	0.1490031059
439	0.148918843
440	0.1488003913
441	0.1485764161
442	0.1485243772
443	0.1483277493
444	0.1482231816
445	0.1480471653
446	0.1479386587
447	0.1478886129
448	0.1478228065
449	0.1476747755
450	0.1475447264
451	0.1474496747
452	0.1473088885
453	0.1471008354
454	0.1470661402
455	0.1469497516
456	0.1467800014
457	0.1466849393
458	0.146629282
459	0.1464569646
460	0.1463170436
461	0.1462365056
462	0.1460936006
463	0.1459890238
464	0.1458764622
465	0.1456657033
466	0.1456219703
467	0.1454271081
468	0.1450726709
469	0.1448585327
470	0.144735683
471	0.1445897042
472	0.1444968629
473	0.1444058106
474	0.1442704162
475	0.1441008112
476	0.1439558
477	0.1437321821
478	0.1436873463
479	0.1435723992
480	0.1433513225
481	0.1432229173
482	0.1429718714
483	0.1429023247
484	0.1428789237
485	0.1427043889
486	0.142604204
487	0.1424941999
488	0.1423244026
489	0.1422215686
490	0.142163709
491	0.1420116536
492	0.1418614935
493	0.1416688821
494	0.1414456001
495	0.1411583329
496	0.1409869093
497	0.1407808544
498	0.1406386965
499	0.1404929727
500	0.1403059197
501	0.1400501614
502	0.1398678739
503	0.1397254013
504	0.1396339735
505	0.1394901431
506	0.1393204581
507	0.1390625305
508	0.1388496758
509	0.1386907863
510	0.1385761148
511	0.1383515165
512	0.13825219
513	0.1381279514
514	0.1380385002
515	0.1378719924
516	0.1377954141
517	0.1376566216
518	0.1375864453
519	0.1374121443
520	0.1372268155
521	0.1370490761
522	0.1369799716
523	0.1367776158
524	0.1366808163
525	0.1366087807
526	0.136537873
527	0.1364656705
528	0.1362726475
529	0.1361207139
530	0.1360296117
531	0.1359231564
532	0.1357955895
533	0.1356155352
534	0.1353527782
535	0.1352463713
536	0.1351750124
537	0.1348898943
538	0.1347207458
539	0.1345776132
540	0.1344309346
541	0.1342342878
542	0.1341390387
543	0.1340225157
544	0.1338817521
545	0.1337486454
546	0.1336427498
547	0.1334193068
548	0.1332080751
549	0.1330949476
550	0.1330269346
551	0.1327674401
552	0.1326388224
553	0.1324441711
554	0.1322962194
555	0.1322045185
556	0.1321017072
557	0.1318672755
558	0.1317452303
559	0.1316487616
560	0.1315404033
561	0.1314346326
562	0.1313191983
563	0.1312196433
564	0.1310950343
565	0.1310467585
566	0.1308583811
567	0.1306652443
568	0.1304603396
569	0.1303117673
570	0.1301802364
571	0.1300747671
572	0.129952337
573	0.129793328
574	0.1296530211
575	0.1295513976
576	0.129417918
577	0.1293142961
578	0.1291984359
579	0.1291087486
580	0.12901228
581	0.1287852545
582	0.128627999
583	0.1285459879
584	0.1284253206
585	0.1282333856
586	0.1281663999
587	0.1280210576
588	0.1278114314
589	0.1275591138
590	0.127442967
591	0.1272141598
592	0.127089657
593	0.1269266729
594	0.1268193937
595	0.1266397739
596	0.1265804476
597	0.1264676465
598	0.1263662011
599	0.1262349006
600	0.1260236742
601	0.1258436221
602	0.125670938
603	0.1255348081
604	0.1254556092
605	0.1253471886
606	0.1251174965
607	0.1249527232
608	0.1248413605
609	0.1246444049
610	0.1245135145
611	0.124409659
612	0.1243139862
613	0.1241250523
614	0.1239788915
615	0.1238392273
616	0.123788174
617	0.123674482
618	0.1236028418
619	0.1233968936
620	0.1232865245
621	0.1232011427
622	0.1230427404
623	0.1227697304
624	0.1225893026
625	0.1223750778
626	0.122279924
627	0.1222026642
628	0.1220812672
629	0.1219740354
630	0.1217762367
631	0.1215781343
632	0.1214331198
633	0.1213238735
634	0.121219116
635	0.1210388887
636	0.1209501835
637	0.120869519
638	0.1206690733
639	0.1204875373
640	0.1203545175
641	0.1202515219
642	0.120161639
643	0.1200663373
644	0.1199470947
645	0.1198645799
646	0.1197563735
647	0.119611031
648	0.1194523898
649	0.119347017
650	0.1192111989
651	0.1191005079
652	0.1189922434
653	0.1188979709
654	0.1188343552
655	0.1187310708
656	0.1186310066
657	0.1185430746
658	0.1183923854
659	0.1183130881
660	0.1181899793
661	0.1180239225
662	0.117829964
663	0.1176712532
664	0.1175998719
665	0.1175324207
666	0.1174031083
667	0.1173639481
668	0.1172732
669	0.1171554634
670	0.1170641612
671	0.1169564982
672	0.116824903
673	0.1167449127
674	0.1165882861
675	0.1164308382
676	0.1163053051
677	0.1162355997
678	0.1161305028
679	0.1159792096
680	0.1158577845
681	0.1157939608
682	0.1156564234
683	0.1154818657
684	0.1153118224
685	0.1152688915
686	0.1151749614
687	0.1150763472
688	0.1150010971
689	0.1148578807
690	0.1147024457
691	0.1145893714
692	0.1145118808
693	0.1144210983
694	0.1143491943
695	0.1142356249
696	0.1141106069
697	0.1140376618
698	0.1139097322
699	0.1137643818
700	0.1136976707
701	0.1135838538
702	0.1135027753
703	0.1133964451
704	0.1132959496
705	0.1131123793
706	0.1129950792
707	0.1128872101
708	0.1127616772
709	0.1126419679
710	0.1125148868
711	0.1123306243
712	0.1122292237
713	0.1121386863
714	0.1120284323
715	0.1119184281
716	0.1118149063
717	0.1116703237
718	0.1115536924
719	0.1114225735
720	0.1113185789
721	0.1111876129
722	0.1110697483
723	0.1109156567
724	0.1107423608
725	0.110643593
726	0.1105898194
727	0.1105297199
728	0.1104161616
729	0.1102918315
730	0.1101884097
731	0.1101053775
732	0.1100371917
733	0.1099766467
734	0.1099115335
735	0.1098094812
736	0.1096345486
737	0.1095212345
738	0.1094271438
739	0.1093166744
740	0.1091518198
741	0.1090583944
742	0.1089951262
743	0.1088993566
744	0.1087914405
745	0.1086698655
746	0.1085831702
747	0.108522227
748	0.1084036887
749	0.1083245139
750	0.1082192699
751	0.1081301241
752	0.1079818756
753	0.1078779398
754	0.1077610301
755	0.1076712698
756	0.1075760043
757	0.1074629184
758	0.1074182169
759	0.1073277442
760	0.1072333548
761	0.1071747806
762	0.1070214801
763	0.1069622235
764	0.1068591557
765	0.1067384348
766	0.1066514025
767	0.106503012
768	0.1064462106
769	0.1063362261
770	0.106247574
771	0.10619281
772	0.1061090286
773	0.1059934689
774	0.1059263461
775	0.1058201471
776	0.1057156183
777	0.1056594708
778	0.1055851638
779	0.1054936502
780	0.1054143976
781	0.1052713069
782	0.1051879822
783	0.1050945673
784	0.105013385
785	0.1049508222
786	0.1048465716
787	0.1047705365
788	0.1046876319
789	0.1045928558
790	0.1044562422
791	0.1043786574
792	0.10429236
793	0.104196309
794	0.1041387091
795	0.1040726159
796	0.1039635472
797	0.1038578187
798	0.103763182
799	0.1036952795
800	0.1035739361
801	0.1035029029
802	0.1034430565
803	0.1033816618
804	0.1032937947
805	0.1032457417
806	0.1031287032
807	0.1030764081
808	0.1029735185
809	0.1029178227
810	0.1028801348
811	0.1027966062
812	0.1026993957
813	0.1026014796
814	0.1025712352
815	0.1024716099
816	0.1023663297
817	0.102266997
818	0.1021712998
819	0.1020729087
820	0.1020194251
821	0.1018831724
822	0.101794765
823	0.1016963769
824	0.1016460301
825	0.1015870738
826	0.1014737746
827	0.1014229516
828	0.1013899178
829	0.1012799222
830	0.1011842751
831	0.1010947596
832	0.1010373823
833	0.1009469318
834	0.1008519471
835	0.1007455609
836	0.1007056467
837	0.1005771944
838	0.1005303348
839	0.1004207957
840	0.1003716346
841	0.1002662591
842	0.1001145068
843	0.1000644268
844	0.0999822327
845	0.09990090074
846	0.09976364073
847	0.0996837958
848	0.09959288286
849	0.0995311467
850	0.09943391533
851	0.09934140498
852	0.09924892039
853	0.09912330882
854	0.09903240263
855	0.09894417297
856	0.09885765269
857	0.09882334086
858	0.09872919173
859	0.09862305645
860	0.09850504139
861	0.09837460164
862	0.09830310881
863	0.09817106835
864	0.09812486352
865	0.09806300191
866	0.09801528235
867	0.09795910144
868	0.0978754205
869	0.09775050849
870	0.0976748188
871	0.0976263339
872	0.09755549264
873	0.09754177635
874	0.09749875498
875	0.09742026261
876	0.09736666473
877	0.09727570154
878	0.09715122935
879	0.09706756815
880	0.09698679269
881	0.09692450214
882	0.09683999706
883	0.09675806916
884	0.09661452223
885	0.09656710617
886	0.0964947149
887	0.09644719815
888	0.0964167144
889	0.0963039995
890	0.09618004419
891	0.09612304252
892	0.09598028861
893	0.09583300645
894	0.09577508832
895	0.09563128477
896	0.0955125798
897	0.09543900522
898	0.09537909741
899	0.09533389455
900	0.09523538576
901	0.09515429333
902	0.09504088199
903	0.0949797778
904	0.0948755938
905	0.09481446666
906	0.09474405419
907	0.09467719908
908	0.09459995296
909	0.09451666716
910	0.09443111521
911	0.09433636505
912	0.09420998598
913	0.09415479561
914	0.09411233165
915	0.09397462939
916	0.09387157586
917	0.09379684591
918	0.0937083325
919	0.09363202186
920	0.09351547141
921	0.09342851721
922	0.09334407294
923	0.09329026692
924	0.09319535427
925	0.09314747363
926	0.09308204886
927	0.09298997537
928	0.09291136561
929	0.09280228855
930	0.09276944197
931	0.09272402986
932	0.09263846405
933	0.09257357435
934	0.09251885479
935	0.09241884612
936	0.0923748396
937	0.09229810921
938	0.09225532472
939	0.09217225262
940	0.09208843814
941	0.09195521732
942	0.09185027699
943	0.09180720576
944	0.09176562935
945	0.09165895971
946	0.09161920402
947	0.09153849579
948	0.09148250996
949	0.09143144483
950	0.09131213588
951	0.09118349944
952	0.09111393869
953	0.09107361277
954	0.09099517219
955	0.09091077282
956	0.0908515279
957	0.09075820758
958	0.09067713416
959	0.09063669976
960	0.09055163522
961	0.09050147439
962	0.09044710567
963	0.09033370898
964	0.09029607984
965	0.09022031686
966	0.09017055751
967	0.09003714766
968	0.08994727855
969	0.08982307346
970	0.08974600087
971	0.08966527781
972	0.08961200924
973	0.08956652705
974	0.08948610529
975	0.08941545422
976	0.08929506442
977	0.0892533797
978	0.08916673489
979	0.08913048368
980	0.08905240791
981	0.08901154122
982	0.08892416635
983	0.08883685626
984	0.08879890932
985	0.08869785149
986	0.08868707421
987	0.08857701648
988	0.08851100526
989	0.08842306215
990	0.08832043211
991	0.08827974639
992	0.08820313799
993	0.08812714132
994	0.08806859743
995	0.08796447762
996	0.08790750358
997	0.08785197981
998	0.08777695177
999	0.08771318951
